web-scraper-order,web-scraper-start-url,catli,catli-href,subcatli,subcatli-href,sub1,sub1-href,sub2,sub2-href,sub3,sub3-href,sub4,sub4-href,sub5,sub5-href,sub6,sub6-href,sub7,sub7-href,sub8,sub8-href
1595345503-2384,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,Igiene intima,https://www.notino.it/igiene-intima/,,,,,,,,
1595345493-1825,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,,,,,,,Accessori,https://www.notino.it/profumi-per-ambienti/?f=1-1-53785-29100-29703-25814-27276-25819-32624,,
1595345488-1409,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,Shampoo,https://www.notino.it/shampoo/,,,,,,,,,,,,,,
1595345493-1760,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,Spazzole pulizia viso,https://www.notino.it/spazzole-pulizia-viso/,,,,,,,,,,
1595345488-1432,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,Capelli ribelli,https://www.notino.it/capelli-crespi-e-difficili-da-pettinare/,,,,,,,,,,,,,,
1595345495-1861,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,Shampoo,https://www.notino.it/shampoo/,,,,,,,,,,,,,,
1595345505-2456,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,Profumi cipriati,https://www.notino.it/profumi-cipriati/,,,,,,,,,,,,,,,,
1595345495-1895,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,Acne,https://www.notino.it/acne/,,,,,,,,,,,,
1595345488-1423,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,Stimolazione della crescita,https://www.notino.it/prodotti-per-capelli/?f=1-1-2-3649-40483,,,,,,,,,,,,,,
1595345503-2377,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,Deodoranti e antitraspiranti,https://www.notino.it/deodoranti-e-antitraspiranti/,,,,,,,,
1595345488-1405,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,Profumi floreali,https://www.notino.it/profumi-floreali/,,,,,,,,,,,,,,,,
1595345508-2738,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,,,,,,,Solarium,https://www.notino.it/prodotti-per-solarium/
1595345498-2056,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,Creme giorno,https://www.notino.it/creme-giorno/,,,,,,,,,,
1595345488-1393,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,,,,,,
1595345493-1717,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,Prodotti per parrucchieri,https://www.notino.it/prodotti-per-parrucchieri/,,,,,,,,,,,,,,
1595345508-2690,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,Accessori,https://www.notino.it/prodotti-per-il-corpo/?f=1-1-2-3646-15592,,,,,,,,
1595345498-2070,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,Pelle problematica,https://www.notino.it/pelle-problematica/,,,,,,,,,,
1595345500-2150,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,Eau de toilette,https://www.notino.it/eau-de-toilette/,,,,,,,,,,,,,,,,
1595345508-2671,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,Pelle sensibile,https://www.notino.it/cura-della-pelle-sensibile/,,,,,,,,,,
1595345490-1549,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,Prodotti fragranzati corpo,https://www.notino.it/profumi/?f=1-1-55544-3623-3625,,,,,,,,,,,,,,,,
1595345508-2719,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,,,Capelli,https://www.notino.it/prodotti-per-uomo/?f=1-1-23235-23260,,,,
1595345490-1567,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,Prodotti per parrucchieri,https://www.notino.it/prodotti-per-parrucchieri/,,,,,,,,,,,,,,
1595345488-1491,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,,,Blush,https://www.notino.it/glow-makeup/,,,,,,
1595345503-2413,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,,,Rasatura,https://www.notino.it/rasatura-uomo/,,,,
1595345488-1498,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,,,Palette,https://www.notino.it/palette/,,,,,,
1595345498-2080,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,Doccia,https://www.notino.it/prodotti-per-la-doccia/,,,,,,,,
1595345503-2364,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,Accessori,https://www.notino.it/prodotti-per-il-viso/?f=1-1-2-3645-11517,,,,,,,,,,
1595345498-2069,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,Pelle mista,https://www.notino.it/cura-della-pelle-mista/,,,,,,,,,,
1595345503-2329,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,Problemi di forfora,https://www.notino.it/problemi-di-forfora/,,,,,,,,,,,,,,
1595345508-2647,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,Eczema atopico,https://www.notino.it/eczema-atopico/,,,,,,,,,,,,
1595345498-2097,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,,,Matite occhi,https://www.notino.it/matite-occhi/,,,,,,
1595345493-1815,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,,,,,Denti,https://www.notino.it/igiene-orale/?f=1-1-2-4891-3618,,,,
1595345498-2096,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,,,Eyeliner,https://www.notino.it/eyeliner/,,,,,,
1595345488-1476,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,Cellulite e smagliature,https://www.notino.it/cellulite-e-smagliature/,,,,,,,,
1595345503-2296,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,Profumi unisex,https://www.notino.it/profumi-unisex/,,,,,,,,,,,,,,,,
1595345505-2543,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,Fondotinta,https://www.notino.it/fondotinta/,,,,,,
1595345490-1568,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,Pettini e spazzole,https://www.notino.it/pettini-e-spazzole-per-capelli/,,,,,,,,,,,,,,
1595345500-2169,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,Tinte,https://www.notino.it/colorazione-dei-capelli/,,,,,,,,,,,,,,
1595345503-2433,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,,,,,,,Pre-sole,https://www.notino.it/creme-solari/?f=1-1-2-52434-3646-52440-52444
1595345495-1965,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,,,,,Capelli,https://www.notino.it/prodotti-per-uomo/?f=1-1-23235-23260,,,,
1595345490-1628,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,Bagno,https://www.notino.it/prodotti-per-il-bagno/,,,,,,,,
1595345500-2229,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,Cura del corpo,https://www.notino.it/cura-del-corpo/,,,,,,,,
1595345505-2473,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,Accessori,https://www.notino.it/accessori-per-capelli/,,,,,,,,,,,,,,
1595345493-1724,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,Stimolazione della crescita,https://www.notino.it/prodotti-per-capelli/?f=1-1-2-3649-40483,,,,,,,,,,,,,,
1595345508-2612,https://www.notino.it,Profumi,https://www.notino.it/profumi/,Profumi orientali,https://www.notino.it/profumi-orientali/,,,,,,,,,,,,,,,,
1595345508-2710,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,Makeup setting spray,https://www.notino.it/makeup-setting-spray/,,,,,,
1595345493-1827,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,,,,,,,,,Prodotti solari per il viso,https://www.notino.it/creme-solari/?f=1-1-2-3645-52433-52435
1595345493-1782,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,Cicatrizzanti,https://www.notino.it/rigenerazione-della-pelle/,,,,,,,,
1595345498-2093,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,,,Ciprie,https://www.notino.it/cipria/,,,,,,
1595345500-2192,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,Cura dei capelli,https://www.notino.it/dermocosmesi/?f=1-1-37171-3649,,,,,,,,,,,,
1595345493-1770,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,Occhiaie,https://www.notino.it/prodotti-per-le-occhiaie/,,,,,,,,,,
1595345495-1976,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,,,,,,,Accessori,https://www.notino.it/profumi-per-ambienti/?f=1-1-53785-29100-29703-25814-27276-25819-32624,,
1595345490-1542,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,Profumi unisex,https://www.notino.it/profumi-unisex/,,,,,,,,,,,,,,,,
1595345505-2529,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,Rasatura e depilazione,https://www.notino.it/rasatura-e-depilazione-donna/,,,,,,,,
1595345493-1692,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,Profumi unisex,https://www.notino.it/profumi-unisex/,,,,,,,,,,,,,,,,
1595345508-2703,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,Labbra,https://www.notino.it/labbra/,,,,,,
1595345505-2449,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,Profumi per bambini,https://www.notino.it/profumi-per-bambini/,,,,,,,,,,,,,,,,
1595345498-2074,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,Sapone,https://www.notino.it/sapone/,,,,,,,,
1595345493-1725,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,Problemi di forfora,https://www.notino.it/problemi-di-forfora/,,,,,,,,,,,,,,
1595345493-1838,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,,,,,,,,,SPF 30–50+,https://www.notino.it/creme-solari/?f=1-1-2-52434-3907-40565
1595345503-2351,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,Cura del viso,https://www.notino.it/cura-del-viso/,,,,,,,,,,
1595345488-1481,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,Cicatrizzanti,https://www.notino.it/rigenerazione-della-pelle/,,,,,,,,
1595345498-2039,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,Cura del contorno occhi,https://www.notino.it/dermocosmesi/?f=1-1-37171-3645-35128,,,,,,,,,,,,
1595345505-2454,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,Campioncini,https://www.notino.it/campioncini-di-profumo/,,,,,,,,,,,,,,,,
1595345500-2222,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,Rughe e pelli mature,https://www.notino.it/antirughe-e-antiage/,,,,,,,,,,
1595345508-2645,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,Protezione solare,https://www.notino.it/dermocosmesi/?f=1-1-37171-52435,,,,,,,,,,,,
1595345508-2601,https://www.notino.it,Profumi,https://www.notino.it/profumi/,Eau de parfum,https://www.notino.it/eau-de-parfum/,,,,,,,,,,,,,,,,
1595345503-2367,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,Pelle grassa,https://www.notino.it/cura-della-pelle-grassa/,,,,,,,,,,
1595345490-1674,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,,,,,Accessori,https://www.notino.it/profumi-per-ambienti/?f=1-1-53785-29100-29703-25814-27276-25819-32624,,
1595345508-2619,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,Olio per capelli,https://www.notino.it/olio-per-capelli/,,,,,,,,,,,,,,
1595345490-1562,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,Maschere per capelli,https://www.notino.it/maschere-per-capelli/,,,,,,,,,,,,,,
1595345505-2462,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,Profumi fruttati,https://www.notino.it/profumi-fruttati/,,,,,,,,,,,,,,,,
1595345505-2538,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,Solari,https://www.notino.it/creme-solari/,,,,,,,,
1595345490-1605,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,Labbra,https://www.notino.it/cura-delle-labbra/,,,,,,,,,,
1595345493-1727,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,Capelli grassi,https://www.notino.it/capelli-grassi/,,,,,,,,,,,,,,
1595345495-1876,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,Problemi di forfora,https://www.notino.it/problemi-di-forfora/,,,,,,,,,,,,,,
1595345505-2589,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,,,,,,,Prodotti solari con filtri minerali,https://www.notino.it/creme-solari/?f=1-1-2-52434-52508
1595345503-2419,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,,,Rasoi e altri accessori,https://www.notino.it/prodotti-per-uomo/?f=1-1-23235-23263,,,,
1595345508-2680,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,Rasatura e depilazione,https://www.notino.it/rasatura-e-depilazione-donna/,,,,,,,,
1595345493-1700,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,Campioncini,https://www.notino.it/campioncini-di-profumo/,,,,,,,,,,,,,,,,
1595345490-1644,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,Matite occhi,https://www.notino.it/matite-occhi/,,,,,,
1595345500-2221,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,Pelle problematica,https://www.notino.it/pelle-problematica/,,,,,,,,,,
1595345490-1556,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,Profumi floreali,https://www.notino.it/profumi-floreali/,,,,,,,,,,,,,,,,
1595345505-2452,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,Accessori,https://www.notino.it/profumi/?f=1-1-1-100226,,,,,,,,,,,,,,,,
1595345500-2178,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,Problemi di forfora,https://www.notino.it/problemi-di-forfora/,,,,,,,,,,,,,,
1595345490-1575,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,Problemi di forfora,https://www.notino.it/problemi-di-forfora/,,,,,,,,,,,,,,
1595345500-2285,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,,,,,,,Termoprotettori,https://www.notino.it/termoprotettori-per-capelli/
1595345508-2656,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,Maschere viso,https://www.notino.it/maschere-per-il-viso/,,,,,,,,,,
1595345495-1911,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,Spazzole pulizia viso,https://www.notino.it/spazzole-pulizia-viso/,,,,,,,,,,
1595345493-1748,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,Cura del viso,https://www.notino.it/cura-del-viso/,,,,,,,,,,
1595345505-2476,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,Arricciacapelli,https://www.notino.it/arricciacapelli/,,,,,,,,,,,,,,
1595345505-2518,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,Pelle grassa,https://www.notino.it/cura-della-pelle-grassa/,,,,,,,,,,
1595345490-1682,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,,,,,,,Solarium,https://www.notino.it/prodotti-per-solarium/
1595345503-2341,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,Cura del contorno occhi,https://www.notino.it/dermocosmesi/?f=1-1-37171-3645-35128,,,,,,,,,,,,
1595345498-2011,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,,,,
1595345500-2159,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,Profumi floreali,https://www.notino.it/profumi-floreali/,,,,,,,,,,,,,,,,
1595345493-1752,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,Scrub viso,https://www.notino.it/scrub-viso/,,,,,,,,,,
1595345488-1462,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,Skincare routine,https://www.notino.it/routine-per-la-cura-della-pelle/,,,,,,,,,,
1595345503-2401,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,Labbra,https://www.notino.it/labbra/,,,,,,
1595345500-2269,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,,,Rasoi e altri accessori,https://www.notino.it/prodotti-per-uomo/?f=1-1-23235-23263,,,,
1595345495-1853,https://www.notino.it,Make-up,https://www.notino.it/make-up/,Profumi cipriati,https://www.notino.it/profumi-cipriati/,,,,,,,,,,,,,,,,
1595345490-1557,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,Profumi orientali,https://www.notino.it/profumi-orientali/,,,,,,,,,,,,,,,,
1595345500-2246,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,Ombretti,https://www.notino.it/ombretti/,,,,,,
1595345490-1603,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,Creme giorno,https://www.notino.it/creme-giorno/,,,,,,,,,,
1595345498-1992,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,Profumi donna,https://www.notino.it/profumi-donna/,,,,,,,,,,,,,,,,
1595345508-2644,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,Cura dei capelli,https://www.notino.it/dermocosmesi/?f=1-1-37171-3649,,,,,,,,,,,,
1595345505-2542,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,BB e CC cream,https://www.notino.it/creme-colorate/,,,,,,
1595345490-1668,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,,,,,Candele,https://www.notino.it/candele-profumate/,,
1595345495-1879,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,Capelli colorati,https://www.notino.it/capelli-colorati/,,,,,,,,,,,,,,
1595345490-1676,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,,,,,,,Prodotti solari per il viso,https://www.notino.it/creme-solari/?f=1-1-2-3645-52433-52435
1595345503-2303,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,Prodotti fragranzati corpo,https://www.notino.it/profumi/?f=1-1-55544-3623-3625,,,,,,,,,,,,,,,,
1595345490-1604,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,Creme notte,https://www.notino.it/creme-notte/,,,,,,,,,,
1595345508-2655,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,Tonici e lozioni,https://www.notino.it/tonici-e-lozioni/,,,,,,,,,,
1595345495-1912,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,Accessori,https://www.notino.it/prodotti-per-il-viso/?f=1-1-2-3645-11517,,,,,,,,,,
1595345498-2124,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,,,,,,,Aromaterapia,https://www.notino.it/aromaterapia/,,
1595345508-2705,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,Trousse per cosmetici,https://www.notino.it/make-up/?f=1-1-2-3644-6942-40460,,,,,,
1595345488-1493,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,,,Eyeliner,https://www.notino.it/eyeliner/,,,,,,
1595345508-2695,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,Correttori,https://www.notino.it/correttori/,,,,,,
1595345493-1803,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,,,Accessori,https://www.notino.it/accessori/,,,,,,
1595345498-2041,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,Cura dei capelli,https://www.notino.it/dermocosmesi/?f=1-1-37171-3649,,,,,,,,,,,,
1595345508-2598,https://www.notino.it,Profumi,https://www.notino.it/profumi/,Profumi di nicchia,https://www.notino.it/niche/,,,,,,,,,,,,,,,,
1595345500-2185,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,Capelli mossi e ricci,https://www.notino.it/capelli-mossi-e-ricci/,,,,,,,,,,,,,,
1595345505-2512,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,Ciglia e sopracciglia,https://www.notino.it/sieri-per-ciglia-e-sopracciglia/,,,,,,,,,,
1595345495-1855,https://www.notino.it,Make-up,https://www.notino.it/make-up/,Profumi agrumati,https://www.notino.it/profumi-agrumati/,,,,,,,,,,,,,,,,
1595345505-2495,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,Trucco,https://www.notino.it/dermocosmesi/?f=1-1-37171-3644,,,,,,,,,,,,
1595345498-2089,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,,,Primer,https://www.notino.it/primer/,,,,,,
1595345500-2198,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,Eritema solare,https://www.notino.it/allergia-al-sole/,,,,,,,,,,,,
1595345490-1596,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,Sudorazione eccessiva,https://www.notino.it/sudorazione-eccessiva/,,,,,,,,,,,,
1595345500-2232,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,Bagno,https://www.notino.it/prodotti-per-il-bagno/,,,,,,,,
1595345505-2575,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,,,,,Collezione di nicchia,https://www.notino.it/niche/?f=1-1-53785-100225-6718,,
1595345495-1864,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,Senza risciacquo,https://www.notino.it/trattamenti-senza-risciacquo/,,,,,,,,,,,,,,
1595345503-2418,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,,,Denti,https://www.notino.it/igiene-orale/?f=1-1-2-4891-3618,,,,
1595345505-2587,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,,,,,,,Solarium,https://www.notino.it/prodotti-per-solarium/
1595345488-1403,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,Profumi agrumati,https://www.notino.it/profumi-agrumati/,,,,,,,,,,,,,,,,
1595345498-2107,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,,,Makeup setting spray,https://www.notino.it/makeup-setting-spray/,,,,,,
1595345500-2280,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,,,,,,,Prodotti solari per il viso,https://www.notino.it/creme-solari/?f=1-1-2-3645-52433-52435
1595345498-2031,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,Capelli danneggiati,https://www.notino.it/capelli-danneggiati/,,,,,,,,,,,,,,
1595345503-2432,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,,,,,,,Prodotti solari per bambini,https://www.notino.it/creme-solari/?f=1-1-2-52434-5868
1595345500-2217,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,Pelle grassa,https://www.notino.it/cura-della-pelle-grassa/,,,,,,,,,,
1595345493-1816,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,,,,,Rasoi e altri accessori,https://www.notino.it/prodotti-per-uomo/?f=1-1-23235-23263,,,,
1595345488-1500,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,,,Pennelli e spugnette,https://www.notino.it/pennelli-per-trucco/,,,,,,
1595345490-1633,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,Solari,https://www.notino.it/creme-solari/,,,,,,,,
1595345505-2468,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,Olio per capelli,https://www.notino.it/olio-per-capelli/,,,,,,,,,,,,,,
1595345503-2342,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,Cura del corpo,https://www.notino.it/dermocosmesi/?f=1-1-37171-3646,,,,,,,,,,,,
1595345505-2463,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,,,,
1595345488-1519,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,,,,,,,Lampade catalitiche,https://www.notino.it/lampada-catalitica/,,
1595345505-2555,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,Pennelli e spugnette,https://www.notino.it/pennelli-per-trucco/,,,,,,
1595345505-2510,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,Labbra,https://www.notino.it/cura-delle-labbra/,,,,,,,,,,
1595345503-2359,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,Labbra,https://www.notino.it/cura-delle-labbra/,,,,,,,,,,
1595345488-1395,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,Eau de parfum,https://www.notino.it/eau-de-parfum/,,,,,,,,,,,,,,,,
1595345488-1397,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,Accessori,https://www.notino.it/profumi/?f=1-1-1-100226,,,,,,,,,,,,,,,,
1595345495-1884,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,Capelli ribelli,https://www.notino.it/capelli-crespi-e-difficili-da-pettinare/,,,,,,,,,,,,,,
1595345503-2325,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,Phon,https://www.notino.it/phon-per-capelli/,,,,,,,,,,,,,,
1595345488-1461,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,Che tipo di pelle ho?,https://www.notino.it/tipi-di-pelle/,,,,,,,,,,
1595345488-1407,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,Profumi fruttati,https://www.notino.it/profumi-fruttati/,,,,,,,,,,,,,,,,
1595345498-2082,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,Bambini,https://www.notino.it/prodotti-cosmetici-per-bambini/,,,,,,,,
