web-scraper-order,web-scraper-start-url,catli,catli-href,subcatli,subcatli-href,sub1,sub1-href,sub2,sub2-href,sub3,sub3-href,sub4,sub4-href,sub5,sub5-href,sub6,sub6-href,sub7,sub7-href,sub8,sub8-href
1595345488-1422,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,Trattamenti anticaduta,https://www.notino.it/caduta-dei-capelli/,,,,,,,,,,,,,,
1595345508-2664,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,Creme abbronzanti viso,https://www.notino.it/crema-abbronzante-viso/,,,,,,,,,,
1595345505-2527,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,Cura delle mani,https://www.notino.it/cura-delle-mani/,,,,,,,,
1595345498-2106,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,,,Unghie,https://www.notino.it/unghie/,,,,,,
1595345505-2530,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,Cura del corpo,https://www.notino.it/cura-del-corpo/,,,,,,,,
1595345508-2615,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,Shampoo,https://www.notino.it/shampoo/,,,,,,,,,,,,,,
1595345498-2135,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,,,,,,,,,Solarium,https://www.notino.it/prodotti-per-solarium/
1595345495-1955,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,,,Unghie,https://www.notino.it/unghie/,,,,,,
1595345495-1926,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,Rasatura e depilazione,https://www.notino.it/rasatura-e-depilazione-donna/,,,,,,,,
1595345503-2314,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,Shampoo,https://www.notino.it/shampoo/,,,,,,,,,,,,,,
1595345495-1917,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,Pelle sensibile,https://www.notino.it/cura-della-pelle-sensibile/,,,,,,,,,,
1595345508-2666,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,Accessori,https://www.notino.it/prodotti-per-il-viso/?f=1-1-2-3645-11517,,,,,,,,,,
1595345495-1946,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,,,Matite occhi,https://www.notino.it/matite-occhi/,,,,,,
1595345503-2426,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,,,,,Profumi per auto,https://www.notino.it/profumi-per-auto/,,
1595345488-1533,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,,,,,,,,,Autoabbronzanti,https://www.notino.it/creme-e-spray-autoabbronzanti/
1595345503-2308,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,Profumi agrumati,https://www.notino.it/profumi-agrumati/,,,,,,,,,,,,,,,,
1595345498-2134,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,,,,,,,,,Termoprotettori,https://www.notino.it/termoprotettori-per-capelli/
1595345495-1908,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,Contorno occhi,https://www.notino.it/contorno-occhi/,,,,,,,,,,
1595345503-2414,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,,,Rasatura tradizionale,https://www.notino.it/rasatura-tradizionale/,,,,
1595345500-2253,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,Trousse per cosmetici,https://www.notino.it/make-up/?f=1-1-2-3644-6942-40460,,,,,,
1595345500-2274,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,,,,,Collezione di nicchia,https://www.notino.it/niche/?f=1-1-53785-100225-6718,,
1595345500-2158,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,Profumi speziati,https://www.notino.it/profumi-speziati/,,,,,,,,,,,,,,,,
1595345498-2019,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,Prodotti per parrucchieri,https://www.notino.it/prodotti-per-parrucchieri/,,,,,,,,,,,,,,
1595345500-2206,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,Sieri viso,https://www.notino.it/sieri-viso/,,,,,,,,,,
1595345503-2402,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,Palette,https://www.notino.it/palette/,,,,,,
1595345495-1889,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,Cura del corpo,https://www.notino.it/dermocosmesi/?f=1-1-37171-3646,,,,,,,,,,,,
1595345493-1736,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,Cura del viso,https://www.notino.it/dermocosmesi/?f=1-1-37171-3645,,,,,,,,,,,,
1595345503-2333,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,Capelli danneggiati,https://www.notino.it/capelli-danneggiati/,,,,,,,,,,,,,,
1595345488-1392,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,Profumi di nicchia,https://www.notino.it/niche/,,,,,,,,,,,,,,,,
1595345505-2591,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,,,,,,,SPF 15–25,https://www.notino.it/creme-solari/?f=1-1-2-52434-3906
1595345498-2023,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,Phon,https://www.notino.it/phon-per-capelli/,,,,,,,,,,,,,,
1595345508-2674,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,Rughe e pelli mature,https://www.notino.it/antirughe-e-antiage/,,,,,,,,,,
1595345508-2604,https://www.notino.it,Profumi,https://www.notino.it/profumi/,Prodotti fragranzati corpo,https://www.notino.it/profumi/?f=1-1-55544-3623-3625,,,,,,,,,,,,,,,,
1595345493-1716,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,Tinte,https://www.notino.it/colorazione-dei-capelli/,,,,,,,,,,,,,,
1595345488-1447,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,Cura del viso,https://www.notino.it/cura-del-viso/,,,,,,,,,,
1595345493-1754,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,Creme giorno,https://www.notino.it/creme-giorno/,,,,,,,,,,
1595345505-2447,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,Profumi di nicchia,https://www.notino.it/niche/,,,,,,,,,,,,,,,,
1595345488-1402,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,Profumi legnosi,https://www.notino.it/profumi-legnosi/,,,,,,,,,,,,,,,,
1595345500-2236,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,Calze spray,https://www.notino.it/calze-spray/,,,,,,,,
1595345500-2142,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,,,,,,
1595345503-2393,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,Correttori,https://www.notino.it/correttori/,,,,,,
1595345498-2129,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,,,,,,,,,Prodotti solari per il viso,https://www.notino.it/creme-solari/?f=1-1-2-3645-52433-52435
1595345498-2081,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,Bagno,https://www.notino.it/prodotti-per-il-bagno/,,,,,,,,
1595345508-2712,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,,,Profumi uomo,https://www.notino.it/profumi-uomo/,,,,
1595345500-2250,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,Sopracciglia,https://www.notino.it/make-up/?f=1-1-2-3644-41832,,,,,,
1595345488-1527,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,,,,,,,,,Prodotti solari per il corpo,https://www.notino.it/creme-solari/?f=1-1-2-52434-3646-52440-52441
1595345503-2305,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,Ingredienti dei profumi,https://www.notino.it/ingredienti-dei-profumi/,,,,,,,,,,,,,,,,
1595345500-2166,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,Senza risciacquo,https://www.notino.it/trattamenti-senza-risciacquo/,,,,,,,,,,,,,,
1595345505-2579,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,,,,,Accessori,https://www.notino.it/profumi-per-ambienti/?f=1-1-53785-29100-29703-25814-27276-25819-32624,,
1595345500-2147,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,,,,,,
1595345508-2718,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,,,Cura della barba,https://www.notino.it/cura-della-barba/,,,,
1595345495-1975,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,,,,,,,Spray e deodoranti per la casa,https://www.notino.it/deodorante-per-ambienti/,,
1595345508-2693,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,BB e CC cream,https://www.notino.it/creme-colorate/,,,,,,
1595345488-1538,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,,,,,,,,,Kit cosmetici,https://www.notino.it/creme-solari/?f=1-1-2-52434-35887
1595345503-2347,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,Macchie pigmentarie,https://www.notino.it/macchie-pigmentarie/,,,,,,,,,,,,
1595345508-2651,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,Sudorazione eccessiva,https://www.notino.it/sudorazione-eccessiva/,,,,,,,,,,,,
1595345495-1854,https://www.notino.it,Make-up,https://www.notino.it/make-up/,Profumi legnosi,https://www.notino.it/profumi-legnosi/,,,,,,,,,,,,,,,,
1595345488-1437,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,Cura del corpo,https://www.notino.it/dermocosmesi/?f=1-1-37171-3646,,,,,,,,,,,,
1595345495-1867,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,Tinte,https://www.notino.it/colorazione-dei-capelli/,,,,,,,,,,,,,,
1595345495-1915,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,Pelle grassa,https://www.notino.it/cura-della-pelle-grassa/,,,,,,,,,,
1595345503-2354,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,Maschere viso,https://www.notino.it/maschere-per-il-viso/,,,,,,,,,,
1595345508-2625,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,Piastre,https://www.notino.it/piastre-per-capelli/,,,,,,,,,,,,,,
1595345498-2000,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,Accessori,https://www.notino.it/profumi/?f=1-1-1-100226,,,,,,,,,,,,,,,,
1595345505-2556,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,Pulizia dei pennelli,https://www.notino.it/detergente-per-pennelli-trucco/,,,,,,
1595345503-2361,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,Ciglia e sopracciglia,https://www.notino.it/sieri-per-ciglia-e-sopracciglia/,,,,,,,,,,
1595345498-2128,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,,,,,,,,,Abbronzanti,https://www.notino.it/creme-abbronzanti/
1595345495-1934,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,Calze spray,https://www.notino.it/calze-spray/,,,,,,,,
1595345490-1615,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,Pelle sensibile,https://www.notino.it/cura-della-pelle-sensibile/,,,,,,,,,,
1595345503-2332,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,Capelli colorati,https://www.notino.it/capelli-colorati/,,,,,,,,,,,,,,
1595345495-1852,https://www.notino.it,Make-up,https://www.notino.it/make-up/,Ingredienti dei profumi,https://www.notino.it/ingredienti-dei-profumi/,,,,,,,,,,,,,,,,
1595345498-2005,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,Profumi legnosi,https://www.notino.it/profumi-legnosi/,,,,,,,,,,,,,,,,
1595345495-1906,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,Creme notte,https://www.notino.it/creme-notte/,,,,,,,,,,
1595345505-2453,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,Prodotti fragranzati corpo,https://www.notino.it/profumi/?f=1-1-55544-3623-3625,,,,,,,,,,,,,,,,
1595345495-1842,https://www.notino.it,Make-up,https://www.notino.it/make-up/,Profumi uomo,https://www.notino.it/profumi-uomo/,,,,,,,,,,,,,,,,
1595345490-1573,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,Trattamenti anticaduta,https://www.notino.it/caduta-dei-capelli/,,,,,,,,,,,,,,
1595345508-2734,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,,,,,,,Prodotti solari per bambini,https://www.notino.it/creme-solari/?f=1-1-2-52434-5868
1595345505-2461,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,Profumi orientali,https://www.notino.it/profumi-orientali/,,,,,,,,,,,,,,,,
1595345503-2431,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,,,,,,,Prodotti solari per il corpo,https://www.notino.it/creme-solari/?f=1-1-2-52434-3646-52440-52441
1595345495-1849,https://www.notino.it,Make-up,https://www.notino.it/make-up/,Accessori,https://www.notino.it/profumi/?f=1-1-1-100226,,,,,,,,,,,,,,,,
1595345500-2177,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,Stimolazione della crescita,https://www.notino.it/prodotti-per-capelli/?f=1-1-2-3649-40483,,,,,,,,,,,,,,
1595345498-2048,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,Sudorazione eccessiva,https://www.notino.it/sudorazione-eccessiva/,,,,,,,,,,,,
1595345490-1638,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,Fondotinta,https://www.notino.it/fondotinta/,,,,,,
1595345493-1788,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,,,BB e CC cream,https://www.notino.it/creme-colorate/,,,,,,
1595345498-2051,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,Pulizia del viso,https://www.notino.it/pulizia-del-viso/,,,,,,,,,,
1595345505-2577,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,,,,,Profumi per auto,https://www.notino.it/profumi-per-auto/,,
1595345490-1599,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,Tonici e lozioni,https://www.notino.it/tonici-e-lozioni/,,,,,,,,,,
1595345503-2337,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,Capelli ribelli,https://www.notino.it/capelli-crespi-e-difficili-da-pettinare/,,,,,,,,,,,,,,
1595345505-2546,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,Blush,https://www.notino.it/glow-makeup/,,,,,,
1595345498-2061,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,Creme abbronzanti viso,https://www.notino.it/crema-abbronzante-viso/,,,,,,,,,,
1595345493-1696,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,Eau de parfum,https://www.notino.it/eau-de-parfum/,,,,,,,,,,,,,,,,
1595345488-1408,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,,,,
1595345508-2643,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,Cura del corpo,https://www.notino.it/dermocosmesi/?f=1-1-37171-3646,,,,,,,,,,,,
1595345500-2211,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,Ciglia e sopracciglia,https://www.notino.it/sieri-per-ciglia-e-sopracciglia/,,,,,,,,,,
1595345495-1939,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,,,BB e CC cream,https://www.notino.it/creme-colorate/,,,,,,
1595345505-2471,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,Prodotti per parrucchieri,https://www.notino.it/prodotti-per-parrucchieri/,,,,,,,,,,,,,,
1595345503-2435,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,,,,,,,Termoprotettori,https://www.notino.it/termoprotettori-per-capelli/
1595345495-1943,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,,,Blush,https://www.notino.it/glow-makeup/,,,,,,
1595345503-2394,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,,,Ciprie,https://www.notino.it/cipria/,,,,,,
1595345500-2172,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,Accessori,https://www.notino.it/accessori-per-capelli/,,,,,,,,,,,,,,
1595345493-1777,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,Cellulite e smagliature,https://www.notino.it/cellulite-e-smagliature/,,,,,,,,
1595345495-1873,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,Arricciacapelli,https://www.notino.it/arricciacapelli/,,,,,,,,,,,,,,
1595345493-1734,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,Cuoio capelluto sensibile,https://www.notino.it/cuoio-capelluto-sensibile/,,,,,,,,,,,,,,
1595345500-2151,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,Accessori,https://www.notino.it/profumi/?f=1-1-1-100226,,,,,,,,,,,,,,,,
1595345490-1663,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,,,Capelli,https://www.notino.it/prodotti-per-uomo/?f=1-1-23235-23260,,,,
1595345495-1957,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,,,Prodotti struccanti,https://www.notino.it/prodotti-struccanti/,,,,,,
1595345493-1772,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,Sapone,https://www.notino.it/sapone/,,,,,,,,
1595345508-2732,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,,,,,,,Prodotti solari per il viso,https://www.notino.it/creme-solari/?f=1-1-2-3645-52433-52435
1595345495-1888,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,Cura del contorno occhi,https://www.notino.it/dermocosmesi/?f=1-1-37171-3645-35128,,,,,,,,,,,,
1595345505-2515,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,Accessori,https://www.notino.it/prodotti-per-il-viso/?f=1-1-2-3645-11517,,,,,,,,,,
1595345503-2294,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,Profumi donna,https://www.notino.it/profumi-donna/,,,,,,,,,,,,,,,,
1595345503-2366,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,Skincare routine,https://www.notino.it/routine-per-la-cura-della-pelle/,,,,,,,,,,
1595345500-2256,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,Accessori,https://www.notino.it/accessori/,,,,,,
1595345500-2179,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,Capelli secchi,https://www.notino.it/capelli-secchi/,,,,,,,,,,,,,,
1595345495-1921,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,Occhiaie,https://www.notino.it/prodotti-per-le-occhiaie/,,,,,,,,,,
1595345505-2533,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,Bagno,https://www.notino.it/prodotti-per-il-bagno/,,,,,,,,
1595345495-1986,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,,,,,,,,,Prodotti solari con filtri minerali,https://www.notino.it/creme-solari/?f=1-1-2-52434-52508
1595345505-2502,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,Cura del viso,https://www.notino.it/cura-del-viso/,,,,,,,,,,
1595345490-1664,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,,,Denti,https://www.notino.it/igiene-orale/?f=1-1-2-4891-3618,,,,
1595345495-1962,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,,,,,Rasatura tradizionale,https://www.notino.it/rasatura-tradizionale/,,,,
1595345490-1662,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,,,Cura della barba,https://www.notino.it/cura-della-barba/,,,,
1595345503-2380,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,Cellulite e smagliature,https://www.notino.it/cellulite-e-smagliature/,,,,,,,,
1595345500-2282,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,,,,,,,Prodotti solari per bambini,https://www.notino.it/creme-solari/?f=1-1-2-52434-5868
1595345488-1412,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,Senza risciacquo,https://www.notino.it/trattamenti-senza-risciacquo/,,,,,,,,,,,,,,
1595345495-1984,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,,,,,,,,,Solarium,https://www.notino.it/prodotti-per-solarium/
1595345498-1998,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,Eau de parfum,https://www.notino.it/eau-de-parfum/,,,,,,,,,,,,,,,,
1595345488-1472,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,Cura delle mani,https://www.notino.it/cura-delle-mani/,,,,,,,,
1595345508-2673,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,Pelle problematica,https://www.notino.it/pelle-problematica/,,,,,,,,,,
1595345508-2716,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,,,Rasatura tradizionale,https://www.notino.it/rasatura-tradizionale/,,,,
1595345488-1484,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,Accessori,https://www.notino.it/prodotti-per-il-corpo/?f=1-1-2-3646-15592,,,,,,,,
1595345488-1494,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,,,Matite occhi,https://www.notino.it/matite-occhi/,,,,,,
1595345505-2488,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,Cuoio capelluto sensibile,https://www.notino.it/cuoio-capelluto-sensibile/,,,,,,,,,,,,,,
1595345505-2472,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,Pettini e spazzole,https://www.notino.it/pettini-e-spazzole-per-capelli/,,,,,,,,,,,,,,
1595345488-1391,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,Profumi unisex,https://www.notino.it/profumi-unisex/,,,,,,,,,,,,,,,,
1595345490-1687,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,,,,,,,,,,,,,SPF 30–50+,https://www.notino.it/creme-solari/?f=1-1-2-52434-3907-40565
1595345500-2182,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,Capelli danneggiati,https://www.notino.it/capelli-danneggiati/,,,,,,,,,,,,,,
1595345505-2485,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,Capelli biondi,https://www.notino.it/capelli-biondi/,,,,,,,,,,,,,,
1595345500-2180,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,Capelli grassi,https://www.notino.it/capelli-grassi/,,,,,,,,,,,,,,
1595345508-2628,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,Trattamenti anticaduta,https://www.notino.it/caduta-dei-capelli/,,,,,,,,,,,,,,
1595345488-1514,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,,,,,,,Denti,https://www.notino.it/igiene-orale/?f=1-1-2-4891-3618,,,,
1595345500-2276,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,,,,,,,,,,,,,,,Profumi per auto,https://www.notino.it/profumi-per-auto/,,
1595345503-2379,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,,,,,,,Cura del corpo,https://www.notino.it/cura-del-corpo/,,,,,,,,
1595345493-1731,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,Capelli biondi,https://www.notino.it/capelli-biondi/,,,,,,,,,,,,,,
1595345493-1728,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,Capelli colorati,https://www.notino.it/capelli-colorati/,,,,,,,,,,,,,,
1595345493-1824,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,,,,,,,,,,,,,,,Spray e deodoranti per la casa,https://www.notino.it/deodorante-per-ambienti/,,
1595345490-1590,https://www.notino.it,Profumi per ambienti,https://www.notino.it/profumi-per-ambienti/,,,,,Protezione solare,https://www.notino.it/dermocosmesi/?f=1-1-37171-52435,,,,,,,,,,,,
1595345498-2123,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,,,,,,,,,Collezione di nicchia,https://www.notino.it/niche/?f=1-1-53785-100225-6718,,
1595345500-2160,https://www.notino.it,Viso,https://www.notino.it/prodotti-per-il-viso/,Profumi orientali,https://www.notino.it/profumi-orientali/,,,,,,,,,,,,,,,,
1595345498-2066,https://www.notino.it,Corpo,https://www.notino.it/prodotti-per-il-corpo/,,,,,,,Pelle grassa,https://www.notino.it/cura-della-pelle-grassa/,,,,,,,,,,
1595345488-1458,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,,,,,Creme abbronzanti viso,https://www.notino.it/crema-abbronzante-viso/,,,,,,,,,,
1595345503-2318,https://www.notino.it,Dermocosmesi,https://www.notino.it/dermocosmesi/,,,Olio per capelli,https://www.notino.it/olio-per-capelli/,,,,,,,,,,,,,,
1595345495-1990,https://www.notino.it,Make-up,https://www.notino.it/make-up/,,,,,,,,,,,,,,,,,Kit cosmetici,https://www.notino.it/creme-solari/?f=1-1-2-52434-35887
1595345488-1429,https://www.notino.it,Solari,https://www.notino.it/creme-solari/,,,Capelli fini,https://www.notino.it/capelli-fini/,,,,,,,,,,,,,,
1595345505-2552,https://www.notino.it,Capelli,https://www.notino.it/prodotti-per-capelli/,,,,,,,,,,,Labbra,https://www.notino.it/labbra/,,,,,,
1595345508-2708,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,,,,,Accessori,https://www.notino.it/accessori/,,,,,,
1595345493-1706,https://www.notino.it,Uomo,https://www.notino.it/prodotti-per-uomo/,Profumi floreali,https://www.notino.it/profumi-floreali/,,,,,,,,,,,,,,,,
1595345508-2652,https://www.notino.it,Profumi,https://www.notino.it/profumi/,,,,,,,"<img src=""https://cdn.notinoimg.com/images/gallery/spage/cz_sk_de_pl_hu_ro_bg_it_dlazdice_damske_parfemy_20200430_56.jpg"" width=""200""  height=""200""  alt=""Profumi per donna""  title=""Profumi per donna""  />Profumi per donna",https://www.notino.it/profumi-donna/,,,,,,,,,,
