web-scraper-order,web-scraper-start-url,brands,brands-href
1595276171-290,https://www.notino.it/marche-cosmetici/,Etat Libre d’Orange,https://www.notino.it/etat-libre-dorange/
1595276171-291,https://www.notino.it/marche-cosmetici/,Etiaxil,https://www.notino.it/etiaxil/
1595276171-292,https://www.notino.it/marche-cosmetici/,Etienne Aigner,https://www.notino.it/etienne-aigner/
1595276171-293,https://www.notino.it/marche-cosmetici/,Etro,https://www.notino.it/etro/
1595276171-294,https://www.notino.it/marche-cosmetici/,Eubos,https://www.notino.it/eubos/
1595276171-295,https://www.notino.it/marche-cosmetici/,Eucerin,https://www.notino.it/eucerin/
1595276171-296,https://www.notino.it/marche-cosmetici/,Eutopie,https://www.notino.it/eutopie/
1595276171-297,https://www.notino.it/marche-cosmetici/,Eva Longoria,https://www.notino.it/eva-longoria/
1595276171-298,https://www.notino.it/marche-cosmetici/,Eveline Cosmetics,https://www.notino.it/eveline-cosmetics/
1595276171-299,https://www.notino.it/marche-cosmetici/,Excipial,https://www.notino.it/excipial/
1595276171-129,https://www.notino.it/marche-cosmetici/,Brut,https://www.notino.it/faberge/
1595276171-300,https://www.notino.it/marche-cosmetici/,FacEvolution,https://www.notino.it/facevolution/
1595276171-301,https://www.notino.it/marche-cosmetici/,Fanola,https://www.notino.it/fanola/
1595276171-302,https://www.notino.it/marche-cosmetici/,Farmona,https://www.notino.it/farmona/
1595276171-303,https://www.notino.it/marche-cosmetici/,Fcuk,https://www.notino.it/fcuk/
1595276171-304,https://www.notino.it/marche-cosmetici/,Fellows for Him,https://www.notino.it/fellows-for-him/
1595276171-305,https://www.notino.it/marche-cosmetici/,Fenjal,https://www.notino.it/fenjal/
1595276171-306,https://www.notino.it/marche-cosmetici/,Ferrari,https://www.notino.it/ferrari/
1595276171-307,https://www.notino.it/marche-cosmetici/,Filorga,https://www.notino.it/filorga/
1595276171-308,https://www.notino.it/marche-cosmetici/,Finish,https://www.notino.it/finish/
1595276171-309,https://www.notino.it/marche-cosmetici/,Flagranti,https://www.notino.it/flagranti/
1595276171-310,https://www.notino.it/marche-cosmetici/,Floris,https://www.notino.it/floris/
1595276171-311,https://www.notino.it/marche-cosmetici/,FlosLek Laboratorium,https://www.notino.it/floslek-laboratorium/
1595276171-312,https://www.notino.it/marche-cosmetici/,FlosLek Pharma,https://www.notino.it/floslek-pharma/
1595276171-313,https://www.notino.it/marche-cosmetici/,Foamie,https://www.notino.it/foamie/
1595276171-314,https://www.notino.it/marche-cosmetici/,FOREO,https://www.notino.it/foreo/
1595276171-315,https://www.notino.it/marche-cosmetici/,Franck Boclet,https://www.notino.it/franck-boclet/
1595276171-316,https://www.notino.it/marche-cosmetici/,Franck Olivier,https://www.notino.it/franck-olivier/
1595276171-317,https://www.notino.it/marche-cosmetici/,Fred Haymans,https://www.notino.it/fred-haymans/
1595276171-318,https://www.notino.it/marche-cosmetici/,Freedom,https://www.notino.it/freedom/
1595276171-319,https://www.notino.it/marche-cosmetici/,Freeman,https://www.notino.it/freeman/
1595276171-320,https://www.notino.it/marche-cosmetici/,Frosch,https://www.notino.it/frosch/
1595276171-321,https://www.notino.it/marche-cosmetici/,Fudge,https://www.notino.it/fudge/
1595276171-323,https://www.notino.it/marche-cosmetici/,Gabriela Sabatini,https://www.notino.it/gabriela-sabatini/
1595276171-324,https://www.notino.it/marche-cosmetici/,GA-DE,https://www.notino.it/ga-de/
1595276171-325,https://www.notino.it/marche-cosmetici/,Gap,https://www.notino.it/gap/
1595276171-326,https://www.notino.it/marche-cosmetici/,Garnier,https://www.notino.it/garnier/
1595276171-327,https://www.notino.it/marche-cosmetici/,GC,https://www.notino.it/gc/
1595276171-328,https://www.notino.it/marche-cosmetici/,Gehwol,https://www.notino.it/gehwol/
1595276171-329,https://www.notino.it/marche-cosmetici/,Geoffrey Beene,https://www.notino.it/geoffrey-beene/
1595276171-330,https://www.notino.it/marche-cosmetici/,Gestil,https://www.notino.it/gestil/
1595276171-331,https://www.notino.it/marche-cosmetici/,Gettin FLUO,https://www.notino.it/gettin-fluo/
1595276171-332,https://www.notino.it/marche-cosmetici/,ghd,https://www.notino.it/ghd/
1595276171-333,https://www.notino.it/marche-cosmetici/,Gianfranco Ferré,https://www.notino.it/gianfranco-ferre/
1595276171-334,https://www.notino.it/marche-cosmetici/,Giftino,https://www.notino.it/giftino/
1595276171-335,https://www.notino.it/marche-cosmetici/,Gilles Cantuel,https://www.notino.it/gilles-cantuel/
1595276171-336,https://www.notino.it/marche-cosmetici/,Gillette,https://www.notino.it/gillette/
1595276171-337,https://www.notino.it/marche-cosmetici/,Giorgio Beverly Hills,https://www.notino.it/giorgio-beverly-hills/
1595276171-338,https://www.notino.it/marche-cosmetici/,Girlz Only,https://www.notino.it/girlz-only/
1595276171-339,https://www.notino.it/marche-cosmetici/,Glade,https://www.notino.it/glade/
1595276171-340,https://www.notino.it/marche-cosmetici/,Glam Glow,https://www.notino.it/glam-glow/
1595276171-341,https://www.notino.it/marche-cosmetici/,Gloria Vanderbilt,https://www.notino.it/gloria-vanderbilt/
1595276171-342,https://www.notino.it/marche-cosmetici/,Golddachs,https://www.notino.it/golddachs/
